title|introtext|created|modified
6/2/2013 Are You Compelled by His Love?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0602-2Cor5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0602-2Cor5.mp3">Download</a><br />Title: Are You Compelled by His Love?<br /><span>Main passage: 2Cor5<br />Preached by: Pastor Ken Davis<br /></span>|2013-06-02 06:00:00|2013-06-02 22:18:17
6/9/2013  Be Reconciled to God|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0609-2Cor5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0609-2Cor5.mp3">Download</a><br />Title: Be Reconciled to God<br /><span>Main passage: 2Cor5<br />Preached by: Pastor Ken Davis<br /></span>|2013-06-09 06:00:00|2013-06-09 22:34:45
6/16/2013 Are You a Child of God?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0616-2Cor6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0616-2Cor6.mp3" target="_blank">Download</a><br />Title: Are You a Child of God<br /><span>Main passage: 2Cor6<br />Preached by: Pastor Ken Davis<br /></span>|2013-06-16 06:00:00|2013-06-16 17:51:02
6/30/2013 Trials|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0630-BillS-Trials.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0630-BillS-Trials.mp3" target="_blank">Download</a><br />Title: Trials<br /><span>Main passage: various<br />Preached by: Bill Stevenson<br /></span>|2013-06-30 06:00:00|2013-07-01 23:40:47
7/7/2013 Godly Sorrow|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0707-2Cor7.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0707-2Cor7.mp3">Download</a><br />Title: Godly Sorrow<br /><span>Main passage: 2Cor7<br />Preached by: Pastor Ken Davis<br /></span>|2013-07-07 06:00:00|2013-07-07 17:53:23
7/14/2013 Abound In This Grace Also|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0714-2Cor8.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0714-2Cor8.mp3" target="_blank">Download</a><br />Title: Abound In This Grace Also<br /><span>Main passage: 2Cor8 &amp; 9<br />Preached by: Pastor Ken Davis<br /></span>|2013-07-14 06:00:00|2013-07-14 17:34:09
7/21/2013 Paul's Plea|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0721-2Cor10.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0721-2Cor10.mp3">Download</a><br />Title: Paul's Plea<br /><span>Main passage: 2Cor10<br />Preached by: Pastor Ken Davis<br /></span>|2013-07-21 06:00:00|2013-07-21 17:57:14
7/28/2013 A Reluctant Boast|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0728-2Cor11.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0728-2Cor11.mp3" target="_blank">Download</a><br />Title: A Reluctant Boast<br /><span>Main passage: 2Cor11<br />Preached by: Pastor Ken Davis<br /></span>|2013-07-28 06:00:00|2013-07-29 02:15:06
8/4/2013 His Grace is Sufficient for Me|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0804-2Cor11.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0804-2Cor11.mp3">Download</a><br />Title: His Grace is Sufficient for Me<br /><span>Main passage: 2Cor11<br />Preached by: Pastor Ken Davis<br /></span>|2013-08-04 06:00:00|2013-08-05 01:14:34
8/11/2013 Reality Check|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0811-2Cor12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0811-2Cor12.mp3" target="_blank">Download</a><br />Title: Reality Check<br /><span>Main passage: 2Cor12<br />Preached by: Pastor Ken Davis<br /></span>|2013-08-11 06:00:00|2013-08-11 17:33:32
8/18/2013 Proof of Paul's Apostleship|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0818-2Cor13.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0818-2Cor13.mp3">Download</a><br />Title: Proof of Paul's Apostleship<br /><span>Main passage: 2Cor13<br />Preached by: Pastor Ken Davis<br /></span>|2013-08-18 06:00:00|2013-08-23 02:21:18
8/25/2013 Jesus the Messiah|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0825-Mark1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0825-Mark1.mp3">Download</a><br />Title: Jesus the Messiah (An Introduction to the Gospel of Mark)<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-08-25 06:00:00|2013-08-25 22:35:53
9/1/2013 The Time is Fulfilled|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0901-Mark1.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0901-Mark1.mp3" target="_blank">Download</a><br />Title: The Time is Fulfilled<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-09-01 06:00:00|2013-09-01 18:02:27
9/8/2013 The Kingdom of God|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0908-Mark1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0908-Mark1.mp3">Download</a><br />Title: The Kingdom of God<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-09-08 06:00:00|2013-09-08 18:18:25
9/15/2013 Follow Me|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0915-Mark1.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0915-Mark1.mp3" target="_blank">Download</a><br />Title: Follow Me<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-09-15 06:00:00|2013-09-15 17:49:43
9/22/2013 Today This Scripture is Fullfiled|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0922-Mark1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/0922-Mark1.mp3">Download</a><br />Title: Today This Scripture is Fullfiled<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-09-23 06:00:00|2013-09-23 22:03:56
9/29/2013 Does The Grass Grow Long Upon Your Path?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/0929-Mark1.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/0929-Mark1.mp3" target="_blank">Download</a><br />Title: Does The Grass Grow Long Upon Your Path?<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-09-29 06:00:00|2013-09-29 17:43:47
10/6/2013 Be Moved By Compassion|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1006-Mark1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/1006-Mark1.mp3">Download</a><br />Title: Be Moved By Compassion<br /><span>Main passage: Mark 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-10-06 06:00:00|2013-10-06 17:34:17
10/13/2013 Show Me Your Faith|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1013-Mark2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/1013-Mark2.mp3">Download</a><br />Title: Show Me Your Faith<br /><span>Main passage: Mark 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-10-13 06:00:00|2013-10-13 20:52:20
10/20/2013 God's Wisdom - Defense Against Deception|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1020-Mark2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/1020-Mark2.mp3">Download</a><br />Title: God's Wisdom - Defense Against Deception<br /><span>Main passage: Mark 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-10-20 06:00:00|2013-10-20 17:57:31
10/27/2013 His Grace Is Enough|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1027-Mark2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1027-Mark2.mp3" target="_blank">Download</a><br />Title: His Grace Is Enough<br /><span>Main passage: Mark 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-10-27 06:00:00|2013-10-27 17:53:25
11/3/2013 Reset|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1103-Mark2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/1103-Mark2.mp3">Download</a><br />Title: Reset<br /><span>Main passage: Mark 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-11-03 05:00:00|2013-11-03 18:54:47
11/17/2013 The Church - The Body of Christ|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1117-Eph2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1117-Eph2.mp3" target="_blank">Download</a><br />Title: The Church - The Body of Christ<br /><span>Main passage: Ephesians 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-11-17 06:00:00|2013-11-17 19:30:31
11/10/2013 The Church - The Building of Christ|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1110-Mark2.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1110-Mark2.mp3" target="_blank">Download</a><br />Title: The Church - The Building of Christ<br /><span>Main passage: Mark 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-11-10 06:00:00|2013-11-17 19:26:02
11/24/2013 The Church - The Bride of Christ|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1124-Mark2.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/1124-Mark2.mp3">Download</a><br />Title: The Church - The Bride of Christ<br /><span>Main passage: Mark 2<br />Preached by: Pastor Ken Davis<br /></span>|2013-11-24 06:00:00|2013-11-24 21:20:54
12/1/2013 The Church - The Family of God|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1201-Var.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1201-Var.mp3" target="_blank">Download</a><br />Title: The Church - The Family of God<br /><span>Main passage: Various<br />Preached by: Pastor Ken Davis<br /></span>|2013-12-01 06:00:00|2013-12-01 18:46:30
12/15/2013 The Church and You|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1215-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1215-Rom12.mp3" target="_blank">Download</a><br />Title: The Church and You<br /><span>Main passage: Romans 12<br />Preached by: Pastor Ken Davis<br /></span>|2013-12-15 06:00:00|2013-12-15 18:58:25
12/22/2013 The Gift to Keep on Giving|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1222-Jam1.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2013/1222-Jam1.mp3">Download</a><br />Title: The Gift to Keep on Giving<br /><span>Main passage: James 1<br />Preached by: Pastor Ken Davis<br /></span>|2013-12-22 06:00:00|2013-12-22 18:35:38
12/29/2013 Not Do-over, Do Better|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1229-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1229-Rom12.mp3" target="_blank">Download</a><br />Title: Not Do-over, Do Better<br /><span>Main passage: Romans 12<br />Preached by: Pastor Ken Davis<br /></span>|2013-12-29 06:00:00|2013-12-29 19:27:09
1/5/2014 Do Good on the Sabbath|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0105-Mark3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0105-Mark3.mp3">Download</a><br />Title: Do Good on the Sabbath<br /><span>Main passage: Mark 3<br />Preached by: Pastor Ken Davis<br /></span>|2014-01-05 06:00:00|2014-01-06 02:16:35
12/29/2013 Not Do-over, Do Better|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2013/1229-Rom12.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2013/1229-Rom12.mp3" target="_blank">Download</a><br />Title: Not Do-over, Do Better<br /><span>Main passage: Romans 12<br />Preached by: Pastor Ken Davis<br /></span>|2013-12-29 06:00:00|2013-12-29 19:27:09
1/12/2014 The Call To Discipleship|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0112-Mark3.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0112-Mark3.mp3" target="_blank">Download</a><br />Title: The Call To Discipleship<br /><span>Main passage: Mark 3<br />Preached by: Pastor Ken Davis<br /></span>|2014-01-12 06:00:00|2014-01-13 00:40:43
1/19/2014 What is the Unforgivable Sin|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0119-Mark3.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0119-Mark3.mp3">Download</a><br />Title:What is the Unforgivable Sin<br /><span>Main passage: Mark 3<br />Preached by: Pastor Ken Davis<br /></span>|2014-01-19 06:00:00|2014-01-20 23:19:33
1/26/2014 Who is the Family of Christ|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0126-Mark3.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0126-Mark3.mp3" target="_blank">Download</a><br />Title:Who Is the Family of Christ?<br /><span>Main passage: Mark 3<br />Preached by: Pastor Ken Davis<br /></span>|2014-01-26 06:00:00|2014-01-27 01:58:54
2/2/2014 Bearing Fruit|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0202-Mark4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0202-Mark4.mp3">Download</a><br />Title:Bearing Fruit<br /><span>Main passage: Mark 4<br />Preached by: Pastor Ken Davis<br /></span>|2014-02-02 06:00:00|2014-02-05 02:27:40
2/9/2014 Be a Branch Not a Bird|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0209-Mark4.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0209-Mark4.mp3" target="_blank">Download</a><br />Title:Be a Branch Not a Bird<br /><span>Main passage: Mark 4<br />Preached by: Pastor Ken Davis<br /></span>|2014-02-09 06:00:00|2014-02-09 20:43:53
2/16/2014 Calming The Storm Within|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0216-Mark4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0216-Mark4.mp3">Download</a><br />Title:Calming The Storm Within<br /><span>Main passage: Mark 4<br />Preached by: Pastor Ken Davis<br /></span>|2014-02-16 06:00:00|2014-02-17 18:38:02
2/23/2014 What To Do After The Storm|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0223-Mark5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0223-Mark5.mp3">Download</a><br />Title: What To Do After The Storm<br /><span>Main passage: Mark 5<br />Preached by: Pastor Ken Davis<br /></span>|2014-02-23 06:00:00|2014-03-03 01:57:26
3/2/2014 What To Do After The Storm -Part II|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0302-Mark5.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0302-Mark5.mp3" target="_blank">Download</a><br />Title: What To Do After The Storm - Part II<br /><span>Main passage: Mark 5<br />Preached by: Pastor Ken Davis<br /></span>|2014-03-02 06:00:00|2014-03-03 01:57:35
3/9/2014 The Touch of Faith|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0309-Mark5.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0309-Mark5.mp3">Download</a><br />Title: The Touch of Faith<br /><span>Main passage: Mark 5<br />Preached by: Pastor Ken Davis<br /></span>|2014-03-09 07:00:00|2014-03-09 21:39:16
3/16/2014 Do Not Be Afraid Only Believe|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0316-Mark5.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0316-Mark5.mp3" target="_blank">Download</a><br />Title: Do Not Be Afraid Only Believe<br /><span>Main passage: Mark 5<br />Preached by: Pastor Ken Davis<br /></span>|2014-03-16 06:00:00|2014-03-16 21:45:47
3/23/2014 Familiarity Breeds Contempt|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0323-Mark6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0323-Mark6.mp3" target="_blank">Download</a><br />Title: Familiarity Breeds Contempt<br /><span>Main passage: Mark 6<br />Preached by: Pastor Ken Davis<br /></span>|2014-03-23 06:00:00|2014-03-23 17:52:32
3/30/2014 Moved With Compassion|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0330-Mark6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0330-Mark6.mp3" target="_blank">Download</a><br />Title: Moved With Compassion<br /><span>Main passage: Mark 6<br />Preached by: Pastor Ken Davis<br /></span>|2014-03-30 06:00:00|2014-04-30 14:45:30
4/6/2014 What Do You Have?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0406-Mark6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0406-Mark6.mp3" target="_blank">Download</a><br />Title: What Do You Have?<br /><span>Main passage: Mark 6<br />Preached by: Pastor Ken Davis<br /></span>|2014-04-06 06:00:00|2014-04-06 22:47:57
4/13/2014 Making The Tough Decision|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0413-John18.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0413-John18.mp3">Download</a><br />Title: Making The Tough Decision<br /><span>Main passage: John 18<br />Preached by: Ken<br /></span>|2014-04-13 06:00:00|2014-04-30 14:48:41
4/202014 He is Watching, He is Praying, He is Coming|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0420-Mark6.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0420-Mark6.mp3" target="_blank">Download</a><br />Title: He is Watching, He is Praying, He is Coming<br /><span>Main passage: Mark 6<br />Preached by: Ken<br /></span>|2014-04-20 06:00:00|2014-04-30 14:44:54
4/272014 Fellowship of The Chain|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0427-Col4.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0427-Col4.mp3" target="_blank">Download</a><br />Title: Fellowship of The Chain<br /><span>Main passage: Col 4<br />Preached by: Pastor Jim Lancaster<br /></span>|2014-04-27 06:00:00|2014-04-30 14:43:51
5/4/2014 What's in Your Heart?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0504-Mark7.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0504-Mark7.mp3" target="_blank">Download</a><br />Title: What's in Your Heart?<br /><span>Main passage: Mark 7<br />Preached by: Pastor Ken Davis<br /></span>|2014-05-04 06:00:00|2014-05-11 22:03:58
5/11/2014 A Mother's Faith|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0511-Mark7.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0511-Mark7.mp3" target="_blank">Download</a><br />Title: A Mother's Faith<br /><span>Main passage: Mark 7<br />Preached by: Pastor Ken Davis<br /></span>|2014-05-11 06:00:00|2014-05-11 22:13:10
5/18/2014|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0518-Mark7.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0518-Mark7.mp3">Download</a><br />Title: <br /><span>Main passage: Mark 7<br />Preached by: Pastor Ken Davis<br /></span>|2014-05-18 06:00:00|2014-06-08 15:09:49
5/25/2014|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0525-Mark8.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0525-Mark8.mp3" target="_blank">Download</a><br />Title: <br /><span>Main passage: Mark 8<br />Preached by: Pastor Ken Davis<br /></span>|2014-05-25 06:00:00|2014-06-08 19:36:05
6/1/2014 A Progressive Miracle|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0601-Mark8.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0601-Mark8.mp3">Download</a><br />Title: A Progressive Miracle<br /><span>Main passage: Mark 8<br />Preached by: Pastor Ken Davis<br /></span>|2014-06-01 06:00:00|2014-06-08 20:02:43
6/8/2014 Suffering Rejection Death Resurrection|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0608-Mark8.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0608-Mark8.mp3" target="_blank">Download</a><br />Title: Suffering Rejection Death Resurrection<br /><span>Main passage: Mark 8<br />Preached by: Pastor Ken Davis<br /></span>|2014-06-08 06:00:00|2014-06-08 20:07:04
6/15/2014 - A Preview of Coming Attractions|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0615-Mark9.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0615-Mark9.mp3">Download</a><br />Title: A Preview of Coming Attractions<br /><span>Main passage: Mark 9<br />Preached by: Pastor Ken Davis<br /></span>|2014-06-15 06:00:00|2014-06-15 21:13:44
6/22/2014 - Help My Unbelief|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0622-Mark9.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0622-Mark9.mp3" target="_blank">Download</a><br />Title: Help My Unbelief<br /><span>Main passage: Mark 9<br />Preached by: Pastor Ken Davis<br /></span>|2014-06-25 06:00:00|2014-06-26 00:18:06
6/29/2014 - Don't Be A Mohammed Ali|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0629-Mark9.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0629-Mark9.mp3">Download</a><br />Title: Don't Be A Mohammed Ali<br /><span>Main passage: Mark 9<br />Preached by: Pastor Ken Davis<br /></span>|2014-06-29 06:00:00|2014-06-30 03:06:54
7/6/2014 - Who's Side Are You On?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0706-Mark9.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0706-Mark9.mp3">Download</a><br />Title: Who's Side Are You On?<br /><span>Main passage: Mark 9<br />Preached by: Pastor Ken Davis<br /></span>|2014-07-06 06:00:00|2014-07-07 01:52:29
7/13/2014 Salt|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0713-Mark9.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0713-Mark9.mp3" target="_blank">Download</a><br />Title: Salt<br /><span>Main passage: Mark 9<br />Preached by: Pastor Ken Davis<br /></span>|2014-07-13 06:00:00|2014-07-13 22:53:39
7/20/2014 Because of the hardness of your heart|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0720-Mark10.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0720-Mark10.mp3" target="_blank">Download</a><br />Title: Because of the hardness of your heart<br /><span>Main passage: Mark 10<br />Preached by: Pastor Ken Davis<br /></span>|2014-07-20 06:00:00|2014-07-20 18:56:55
7/27/2014 Are You Rich?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0727-Mark10.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0727-Mark10.mp3" target="_blank">Download</a><br />Title: Are You Rich?<br /><span>Main passage: Mark 10<br />Preached by: Pastor Ken Davis<br /></span>|2014-07-27 06:00:00|2014-07-28 03:04:49
8/03/2014 He Goes Before Us|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0803-Mark10.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0803-Mark10.mp3" target="_blank">Download</a><br />Title: He Goes Before Us<br /><span>Main passage: Mark 10<br />Preached by: Pastor Ken Davis<br /></span>|2014-08-03 06:00:00|2014-08-04 03:57:30
8/10/2014 The Good The Bad and The Ugly of Self Promotion|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0810-Mark10.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0810-Mark10.mp3">Download</a><br />The Good, The Bad and The Ugly of Self Promotion<br /><span>Main passage: Mark 10<br />Preached by: Pastor Ken Davis<br /></span>|2014-08-10 06:00:00|2014-08-10 19:16:14
8/17/2014|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0817-Mark10.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0817-Mark10.mp3" target="_blank">Download</a><br /><br /><span>Main passage: Mark 10<br />Preached by: Pastor Ken Davis<br /></span>|2014-08-17 06:00:00|2014-08-24 22:46:32
8/24/2014 Why Are You Here?|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0824-2Tim4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0824-2Tim4.mp3">Download</a><br />Title: Why Are You Here?<br /><span>Main passage: 2Timothy 4<br />Preached by: Pastor Ken Davis<br /></span>|2014-08-24 06:00:00|2014-08-24 22:51:34
8/31/2014 Equipped By His Word|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0831-2Tim4.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0831-2Tim4.mp3">Download</a><br />Title: Equipped By His Word<br /><span>Main passage: 2Timothy 4<br />Preached by: Pastor Ken Davis<br /></span>|2014-08-31 06:00:00|2014-09-01 17:02:14
9/7/2014 Forgiven and Being Sanctified|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0907-Heb10.mp3{/s5_mp3}<br /><a target="_blank" href="http://www.heedtheword.org/ccswm/sermons/2014/0907-Heb10.mp3">Download</a><br />Title: Forgiven and Being Sanctified<br /><span>Main passage: Hebrews 10<br />Preached by: Pastor Ken Davis<br /></span>|2014-09-07 06:00:00|2014-09-07 18:38:17
9/14/2014 If You Love Me, Obey my Commands|{s5_mp3}http://www.heedtheword.org/ccswm/sermons/2014/0914-Mark11.mp3{/s5_mp3}<br /><a href="http://www.heedtheword.org/ccswm/sermons/2014/0914-Mark11.mp3" target="_blank">Download</a><br />Title: If You Love Me, Obey my Commands<br /><span>Main passage: Mark 11<br />Preached by: Pastor Ken Davis<br /></span>|2014-09-14 06:00:00|2014-09-14 19:36:46
